employee_id,employee_name,gender,department,job_role,salary,performance_score,performance_rating,satisfaction_score,years_at_company,last_promotion_year,promotion_eligible,attrition_risk,hire_date,manager_id,location
209,Marie Christian,Female,Sales,Sales Manager,78537.97,3.87,Good,3.77,7,2023,False,Low,2022-11-07,1046,Chicago
210,Jamie Stewart,Female,Marketing,Content Strategist,112914.36,4.09,Excellent,2.06,5,2018,True,Medium,2020-07-30,1036,Chicago
211,Shane Johnson,Male,Legal,Legal Counsel,73132.51,2.42,Average,1.28,17,2007,False,High,2009-07-10,1005,Seattle
212,Tammie Bright,Female,Operations,Logistics Coordinator,75807.92,1.92,Poor,2.83,6,2018,False,High,2021-01-20,1023,San Francisco
213,Annette Schultz,Female,Engineering,DevOps Engineer,128452.04,2.86,Average,1.24,12,2020,False,High,2023-03-12,1036,Seattle
214,Michael Berger,Male,Finance,Financial Analyst,69490.62,2.64,Average,2.69,16,2018,False,Medium,2009-02-21,1017,Atlanta
215,Elaine Brooks,Female,Sales,Regional Lead,50784.61,4.9,Excellent,1.08,20,2012,True,High,2010-11-01,1044,New York
216,Keith Sparks,Male,Operations,Operations Manager,40575.75,2.03,Average,4.15,1,2022,False,Medium,2011-04-02,1016,Boston
217,Shelby Harvey,Female,Marketing,Campaign Lead,47712.03,2.21,Average,2.05,2,2021,False,High,2012-06-15,1021,San Francisco
218,Charles Murray,Male,Engineering,Software Engineer,110777.94,4.3,Excellent,2.12,4,2020,True,Medium,2012-09-04,1006,Chicago
219,Alexandra Ballard,Female,Sales,Sales Analyst,116628.25,1.83,Poor,4.72,10,2018,False,Medium,2023-09-06,1018,Chicago
220,Brooke Alexander,Female,Legal,Compliance Officer,124444.54,4.22,Excellent,4.16,20,2018,True,Low,2014-03-27,1009,Seattle
221,Mark Coleman,Male,Marketing,SEO Specialist,97121.33,2.38,Average,4.9,10,2021,False,Medium,2012-08-11,1002,Los Angeles
222,Curtis Cruz,Male,Operations,Operations Analyst,90365.43,2.95,Average,3.43,14,2021,False,Medium,2016-07-29,1003,Chicago
223,Kenneth Andrews,Male,Operations,Operations Analyst,74978.41,1.49,Poor,2.91,4,2019,False,High,2025-03-27,1015,Austin
224,William Barrett,Male,HR,Compensation Analyst,97949.33,2.73,Average,2.25,14,2012,False,Medium,2013-01-10,1018,Boston
225,Melissa Garner,Female,Finance,Controller,107664.98,3.6,Good,1.61,19,2009,False,High,2009-03-12,1019,San Francisco
226,Kathleen Strong,Female,Engineering,Data Engineer,108768.13,4.02,Excellent,3.48,15,2016,True,Medium,2013-03-23,1023,Chicago
227,Lawrence Gomez,Male,Sales,Regional Lead,50924.64,2.21,Average,1.4,16,2022,False,High,2019-03-08,1033,Austin
228,Megan Le,Female,IT,System Administrator,79774.87,1.88,Poor,1.7,4,2022,False,High,2019-07-26,1038,Denver
229,Lori Berger,Female,IT,Cloud Architect,135361.36,2.8,Average,1.78,7,2018,False,High,2019-05-08,1028,Boston
230,Jessica Riley,Female,IT,Cloud Architect,92901.69,4.86,Excellent,1.99,6,2023,True,High,2020-10-23,1021,Miami
231,Edward Burgess,Male,Marketing,Campaign Lead,61140.14,1.05,Poor,1.96,18,2009,False,High,2011-05-07,1045,Austin
232,Joshua Mata,Male,Sales,Account Executive,89316.35,2.82,Average,4.38,4,2020,False,Medium,2017-05-21,1048,San Francisco
233,Sandra Scott,Female,Sales,Account Executive,95267.32,4.44,Excellent,2.57,10,2013,True,Medium,2022-05-19,1041,New York
234,Renee Francis,Female,Engineering,Software Engineer,125050.78,2.75,Average,2.02,10,2014,False,Medium,2014-02-13,1040,Seattle
235,Tonya Taylor,Female,Sales,Sales Manager,74771.4,2.8,Average,1.91,17,2018,False,High,2024-10-15,1019,Seattle
236,Misty Whitney,Female,HR,HR Generalist,66596.39,1.19,Poor,1.15,11,2012,False,High,2024-10-20,1045,Chicago
237,Holly Gibbs,Female,Sales,Account Executive,126085.13,3.95,Good,2.41,14,2012,False,Medium,2008-08-06,1011,Austin
238,Jesse Chambers,Male,Sales,BDR,56667.6,1.7,Poor,1.39,8,2020,False,High,2019-10-16,1047,New York
239,Rodney Bentley,Male,Legal,Legal Counsel,133079.27,3.67,Good,1.04,4,2022,False,High,2010-03-15,1014,Los Angeles
240,Alexander Henson,Male,Engineering,Data Engineer,108260.42,4.58,Excellent,2.29,4,2022,True,Medium,2017-11-26,1027,Atlanta
241,Connie Brown,Female,Operations,Operations Manager,69945.36,3.99,Good,4.25,2,2023,False,Low,2022-05-14,1010,New York
242,Elizabeth Ortiz,Female,Marketing,Marketing Analyst,72912.53,2.73,Average,2.76,18,2016,False,Medium,2010-09-26,1032,Chicago
243,Elizabeth Vasquez,Female,Engineering,QA Engineer,92872.54,4.26,Excellent,4.45,17,2017,True,Low,2010-01-05,1041,San Francisco
244,Chad Chavez,Male,Finance,Finance Manager,138163.77,3.99,Good,3.23,12,2021,False,Medium,2019-10-05,1022,Boston
245,Tracy Barnes,Male,Engineering,ML Engineer,73453.9,1.66,Poor,1.53,15,2011,False,High,2020-12-23,1027,San Francisco
246,Jason Garcia,Male,IT,IT Support,72807.47,2.37,Average,2.65,5,2022,False,High,2016-09-05,1033,Atlanta
247,Trevor Johnson,Male,IT,IT Support,72883.4,1.38,Poor,3.31,5,2019,False,Medium,2014-08-29,1016,Atlanta
248,Trevor Foley,Male,HR,Training Lead,92887.05,2.11,Average,1.78,10,2014,False,High,2010-01-18,1043,Los Angeles
249,Kimberly Levine,Female,Finance,Controller,70982.1,2.42,Average,4.14,20,2008,False,Medium,2014-06-17,1022,Miami
250,Cheryl Martinez,Female,Marketing,Brand Manager,100930.03,1.81,Poor,4.83,20,2015,False,Medium,2022-10-11,1016,Chicago
251,Matthew May,Male,IT,IT Support,144688.42,2.47,Average,2.79,20,2014,False,High,2018-07-06,1024,Boston
252,Richard Sanchez,Male,Marketing,Campaign Lead,94728.15,1.01,Poor,1.71,10,2018,False,High,2010-07-02,1046,Austin
253,Andrea Hubbard,Female,Engineering,QA Engineer,77439.25,3.35,Good,2.92,14,2011,False,Medium,2011-11-19,1024,Seattle
254,Sheila Murphy,Female,Marketing,Brand Manager,87049.51,3.41,Good,3.71,18,2023,False,Low,2010-11-14,1031,Chicago
255,Aaron Garrison,Male,IT,IT Support,64976.83,2.34,Average,4.14,6,2021,False,Medium,2010-10-27,1031,Austin
256,Danielle Thompson,Female,Sales,Regional Lead,53270.73,2.31,Average,2.74,18,2021,False,High,2019-08-07,1028,Los Angeles
257,Alexis Tyler,Female,Operations,Operations Manager,45408.8,3.55,Good,2.98,15,2018,False,Medium,2012-05-28,1015,Boston
258,Christopher Williams,Male,Operations,Process Engineer,58029.98,3.29,Good,3.35,20,2014,False,Medium,2020-12-20,1050,Chicago
259,Patrick Alvarez,Male,Sales,Account Executive,92722.91,3.35,Good,3.79,13,2012,False,Low,2021-08-02,1019,Miami
260,Brian Gordon,Male,Operations,Logistics Coordinator,87363.82,4.37,Excellent,1.74,17,2015,True,High,2024-06-07,1005,Austin
261,Rachel Camacho,Female,Marketing,Brand Manager,48738.15,4.62,Excellent,4.64,4,2019,True,Low,2017-03-23,1046,Los Angeles
262,Victor Brown,Male,HR,HR Generalist,97396.88,1.28,Poor,1.23,7,2018,False,High,2016-07-02,1028,Atlanta
263,Melissa Henry,Female,Legal,Compliance Officer,122583.15,2.07,Average,1.63,4,2021,False,High,2023-10-29,1020,San Francisco
264,Angela Franklin,Female,Sales,Account Executive,71132.84,2.26,Average,4.09,6,2023,False,Medium,2009-06-23,1015,San Francisco
265,Madeline Kelley,Female,Legal,Paralegal,132071.55,3.24,Good,4.75,10,2022,False,Low,2013-11-21,1044,Atlanta
266,Kerry Chavez DDS,Female,Operations,Operations Analyst,64668.87,4.92,Excellent,1.58,5,2018,True,High,2010-01-17,1019,Chicago
267,Samuel Curtis,Male,Finance,Audit Specialist,84708.04,1.46,Poor,1.6,4,2020,False,High,2021-06-07,1007,Boston
268,Daniel Hayes,Male,Engineering,Software Engineer,148441.35,1.91,Poor,2.62,11,2020,False,High,2012-03-30,1039,Boston
269,Jesse Perry,Male,Engineering,Data Engineer,76538.03,2.83,Average,2.94,5,2019,False,Medium,2009-12-23,1022,Los Angeles
270,Mary Brooks,Female,Marketing,Content Strategist,109649.02,2.84,Average,4.0,12,2018,False,Medium,2010-12-15,1047,Atlanta
271,Andrea Decker,Female,HR,HR Manager,67554.39,1.21,Poor,4.15,7,2020,False,Medium,2009-12-11,1020,Miami
272,Parker Cain,Male,HR,Compensation Analyst,71163.15,1.82,Poor,4.51,20,2018,False,Medium,2017-10-26,1027,Los Angeles
273,Kristina Rivera,Female,Marketing,Brand Manager,102900.94,1.11,Poor,1.26,3,2023,False,High,2010-06-09,1044,New York
274,Mary Christensen,Female,HR,HR Manager,46328.42,3.63,Good,4.29,18,2015,False,Low,2023-02-12,1019,Seattle
275,Warren Burke,Male,Sales,Sales Analyst,87099.67,2.15,Average,4.17,4,2023,False,Medium,2014-05-04,1021,Atlanta
276,Daniel Douglas,Male,Engineering,Data Engineer,82636.39,3.78,Good,4.17,7,2023,False,Low,2012-03-04,1003,Chicago
277,Ryan Richardson,Male,Marketing,SEO Specialist,118764.11,1.56,Poor,1.81,8,2019,False,High,2021-04-29,1032,Seattle
278,Renee Bruce,Female,Operations,Supply Chain Lead,87944.98,4.21,Excellent,3.02,16,2007,True,Medium,2024-12-04,1045,Denver
279,Louis Day,Male,Finance,Finance Manager,82455.95,4.99,Excellent,4.92,5,2018,True,Low,2008-10-22,1003,New York
280,Sandra Adams,Female,Engineering,ML Engineer,141220.64,1.32,Poor,3.93,9,2017,False,Medium,2011-06-06,1038,San Francisco
281,Ellen Morgan,Female,Sales,Sales Analyst,68291.51,2.88,Average,4.29,12,2019,False,Medium,2008-06-18,1021,Atlanta
282,Kylie Morales,Female,Operations,Supply Chain Lead,87789.31,3.1,Good,1.98,1,2022,False,High,2010-10-09,1035,Austin
283,Amanda Reese,Female,Engineering,DevOps Engineer,106028.08,4.0,Excellent,3.6,16,2023,False,Low,2012-01-07,1005,Chicago
284,Glen Wood,Male,HR,Training Lead,80570.65,2.3,Average,3.75,15,2014,False,Medium,2020-08-17,1006,Los Angeles
285,Latoya Miller,Female,HR,HR Generalist,90222.47,2.12,Average,3.57,4,2020,False,Medium,2009-04-03,1025,Boston
286,Luke Craig,Male,IT,Cloud Architect,62821.1,2.22,Average,3.61,14,2012,False,Medium,2012-12-26,1012,New York
287,John Ramos,Male,Engineering,DevOps Engineer,74727.51,4.6,Excellent,3.6,6,2019,True,Low,2013-01-02,1027,Denver
288,Brian Jordan,Male,Sales,Sales Manager,80235.0,2.84,Average,4.46,8,2017,False,Medium,2013-03-05,1019,Austin
289,John Estrada,Male,Engineering,Data Engineer,147299.47,1.51,Poor,3.83,14,2011,False,Medium,2009-02-17,1003,Miami
290,Kyle Smith,Male,Engineering,ML Engineer,71440.52,4.85,Excellent,3.91,19,2019,True,Low,2013-06-26,1014,Atlanta
291,Breanna Scott,Female,Finance,Finance Manager,60808.98,2.05,Average,1.18,1,2023,False,High,2013-12-09,1025,Seattle
292,Paul Thompson,Male,Engineering,DevOps Engineer,128419.69,3.4,Good,1.26,8,2016,False,High,2014-10-28,1041,Boston
293,Jonathan Whitaker,Male,Legal,Legal Analyst,122052.17,2.14,Average,2.72,11,2013,False,High,2022-01-24,1021,Seattle
294,Scott Williams,Male,Legal,Contract Specialist,72618.02,2.95,Average,3.95,9,2022,False,Medium,2008-09-05,1004,Chicago
295,Scott Johnston,Male,Marketing,Marketing Analyst,46885.65,3.78,Good,1.33,12,2019,False,High,2018-02-09,1019,Miami
296,Jennifer Wilson,Female,Finance,Finance Manager,108661.14,3.37,Good,3.81,4,2022,False,Low,2008-09-18,1028,Austin
297,Rebecca Montgomery,Female,HR,Training Lead,98245.97,2.05,Average,2.09,9,2014,False,High,2022-07-04,1008,Denver
298,Anita Richard,Female,Operations,Operations Analyst,35175.26,1.16,Poor,3.42,8,2017,False,Medium,2012-06-30,1042,New York
299,Joseph Foster,Male,Finance,Finance Manager,95973.49,1.78,Poor,3.44,13,2013,False,Medium,2013-08-20,1049,Boston
300,Gary Jackson,Male,Operations,Operations Analyst,48144.13,1.15,Poor,1.43,7,2020,False,High,2017-01-14,1049,Miami
301,Jordan Bullock,Male,Operations,Operations Analyst,58820.9,1.35,Poor,3.47,19,2011,False,Medium,2014-04-20,1041,Denver
302,Robert Briggs,Male,Legal,Paralegal,58588.29,2.8,Average,4.72,13,2010,False,Medium,2012-05-17,1040,Chicago
303,Christina Morrison,Female,Legal,Legal Analyst,112122.61,3.43,Good,2.24,13,2019,False,Medium,2021-04-14,1039,Miami
304,Christopher Mejia,Male,Legal,Legal Counsel,105912.11,1.2,Poor,2.03,17,2020,False,High,2016-10-04,1020,San Francisco
305,Olivia Cole,Female,Marketing,Brand Manager,73787.92,2.82,Average,2.48,19,2019,False,Medium,2024-01-27,1028,Atlanta
306,Madison Weber,Female,Engineering,Software Engineer,102339.18,2.28,Average,4.0,2,2023,False,Medium,2023-01-20,1029,Los Angeles
307,Brittany Jones,Female,Marketing,SEO Specialist,89524.56,1.04,Poor,3.54,9,2022,False,Medium,2015-11-17,1039,Chicago
308,Denise Brown,Female,Operations,Supply Chain Lead,79458.88,3.12,Good,4.32,8,2016,False,Low,2016-12-26,1017,Los Angeles
309,Jodi Brown,Female,HR,HR Manager,66931.18,1.34,Poor,2.6,5,2022,False,High,2022-07-02,1049,Los Angeles
310,Sean Wyatt,Male,Legal,Legal Counsel,60390.76,2.55,Average,4.41,4,2021,False,Medium,2018-10-25,1045,Denver
311,Joel Spencer,Male,Finance,Accountant,105174.27,1.91,Poor,2.54,3,2023,False,High,2021-10-27,1044,Los Angeles
312,Jerry Pacheco,Male,IT,IT Support,109486.89,2.48,Average,3.4,4,2022,False,Medium,2019-06-11,1033,Atlanta
313,John Hernandez,Male,Marketing,Brand Manager,77289.7,1.57,Poor,4.56,1,2022,False,Medium,2009-05-31,1020,Chicago
314,Steven Cooper,Male,Marketing,Brand Manager,73418.27,1.03,Poor,2.54,11,2012,False,High,2020-07-03,1049,Boston
315,Carrie Wright,Female,Finance,Accountant,126546.49,3.32,Good,3.24,4,2019,False,Medium,2015-10-21,1045,San Francisco
316,Joseph Moore,Male,Operations,Supply Chain Lead,66914.76,1.54,Poor,1.4,14,2014,False,High,2014-09-13,1043,Miami
317,Jason Morgan,Male,Marketing,SEO Specialist,56029.64,2.95,Average,1.52,5,2019,False,High,2018-07-11,1037,Chicago
318,Matthew Jones,Male,Operations,Process Engineer,94691.48,3.18,Good,1.35,15,2021,False,High,2009-12-19,1017,Boston
319,Diane Cummings,Female,Finance,Finance Manager,95619.67,3.13,Good,1.67,19,2007,False,High,2019-07-10,1042,San Francisco
320,Shelley Cook,Female,Finance,Controller,70059.53,3.03,Good,3.71,12,2021,False,Low,2018-04-08,1039,Austin
321,Gregory Ponce,Male,Engineering,ML Engineer,116638.75,5.0,Excellent,1.6,2,2023,False,High,2020-03-26,1036,Chicago
322,Kurt Hurley,Male,Engineering,DevOps Engineer,140425.18,3.49,Good,3.28,19,2009,False,Medium,2013-08-16,1039,Seattle
323,Rebecca Li,Female,HR,Training Lead,68532.76,3.17,Good,1.91,2,2023,False,High,2019-10-02,1045,Boston
324,Parker Jennings,Male,Operations,Supply Chain Lead,67959.35,1.23,Poor,3.72,9,2023,False,Medium,2017-04-23,1012,Boston
325,Jay Cox,Male,Sales,BDR,86161.22,1.37,Poor,4.02,6,2023,False,Medium,2014-07-11,1036,Boston
326,Daniel Meza,Male,Engineering,DevOps Engineer,110902.04,2.97,Average,3.31,19,2018,False,Medium,2016-08-17,1027,San Francisco
327,Brenda Jones,Female,Sales,Sales Analyst,112593.04,2.91,Average,4.98,8,2018,False,Medium,2022-09-19,1045,New York
328,Randy Conley,Male,Engineering,Software Engineer,141447.22,1.25,Poor,4.53,5,2022,False,Medium,2023-05-20,1047,Denver
329,Gabrielle Miranda,Female,Marketing,Campaign Lead,47291.21,4.49,Excellent,3.11,16,2018,True,Medium,2010-08-03,1002,Los Angeles
330,Carla Guerra,Female,Sales,Account Executive,111405.46,4.96,Excellent,1.8,17,2013,True,High,2021-06-20,1007,Denver
331,Christopher Kim,Male,Engineering,ML Engineer,136731.57,3.96,Good,1.57,8,2022,False,High,2015-05-07,1005,Los Angeles
332,David Wallace,Male,Engineering,ML Engineer,126002.74,1.42,Poor,2.6,2,2022,False,High,2013-03-16,1014,Austin
333,Joann Ferguson,Female,IT,IT Support,89649.75,1.44,Poor,4.23,13,2011,False,Medium,2013-08-15,1045,Chicago
334,John Conley,Male,Operations,Logistics Coordinator,39611.72,3.0,Good,4.18,16,2012,False,Low,2014-08-12,1002,San Francisco
335,Victoria Murray,Female,Finance,Audit Specialist,128389.07,2.61,Average,2.17,7,2020,False,Medium,2013-02-24,1039,New York
336,Joseph Burch,Male,Engineering,QA Engineer,72693.53,1.86,Poor,2.66,17,2015,False,High,2022-04-01,1010,Austin
337,Brenda Wright,Female,Operations,Process Engineer,73225.45,3.11,Good,2.85,14,2012,False,Medium,2019-04-06,1024,Boston
338,Kristen Garcia,Female,IT,Security Analyst,72144.46,4.1,Excellent,2.09,14,2010,True,Medium,2022-09-28,1018,Atlanta
339,Dominique Hines,Female,IT,IT Support,83081.5,2.61,Average,1.41,17,2023,False,High,2012-12-30,1032,Boston
340,Brittany Kim,Female,Engineering,Data Engineer,107357.44,2.36,Average,4.76,11,2020,False,Medium,2024-06-13,1001,Chicago
341,Jerry Bailey,Male,Sales,Sales Manager,68201.31,4.16,Excellent,4.57,13,2012,True,Low,2008-10-24,1049,Boston
342,Kathryn Young,Female,Legal,Contract Specialist,109011.2,1.46,Poor,1.17,1,2023,False,High,2025-04-08,1027,Los Angeles
343,Alyssa Galvan,Female,IT,Network Engineer,71824.85,2.02,Average,4.5,5,2018,False,Medium,2022-08-17,1024,New York
344,Raven Taylor,Female,IT,System Administrator,85334.44,1.42,Poor,4.13,12,2015,False,Medium,2013-03-28,1042,New York
345,Michael Taylor,Male,Operations,Process Engineer,86949.21,2.9,Average,1.44,14,2011,False,High,2020-05-09,1044,Los Angeles
346,Abigail Miller,Female,IT,System Administrator,75811.96,3.21,Good,2.66,2,2021,False,Medium,2012-09-17,1009,Boston
347,Joshua Acosta,Male,Operations,Operations Analyst,82774.44,4.02,Excellent,1.14,9,2021,True,High,2017-05-01,1008,Denver
348,Donna Turner,Female,Marketing,SEO Specialist,68672.05,3.58,Good,2.58,8,2020,False,Medium,2009-03-04,1001,Austin
349,Riley Bryant,Male,HR,HR Manager,62067.16,1.23,Poor,1.45,10,2017,False,High,2010-03-31,1044,Seattle
350,Linda Smith,Female,Operations,Operations Manager,57745.64,2.35,Average,1.08,4,2020,False,High,2017-02-13,1035,Los Angeles
351,Charles Patterson,Male,IT,System Administrator,137015.6,2.07,Average,3.9,4,2020,False,Medium,2018-10-24,1026,Boston
352,Jason Beck,Male,HR,Compensation Analyst,56035.16,1.88,Poor,1.53,12,2021,False,High,2009-10-25,1042,Los Angeles
353,Mrs. Kelly Romero,Female,Finance,Finance Manager,84053.31,3.96,Good,1.89,12,2021,False,High,2025-02-28,1036,Denver
354,Jeanette Harrison,Female,IT,IT Support,62005.57,4.59,Excellent,4.13,8,2020,True,Low,2019-03-02,1004,Atlanta
355,David Smith DDS,Male,Finance,Financial Analyst,134677.17,3.41,Good,2.89,12,2020,False,Medium,2014-03-22,1004,Miami
356,Lori Ingram,Female,Engineering,QA Engineer,112458.99,3.6,Good,3.58,9,2014,False,Low,2020-11-09,1026,Denver
357,Amanda Payne,Female,Engineering,Data Engineer,137775.56,2.26,Average,2.1,13,2014,False,High,2022-03-11,1008,Atlanta
358,Peggy Marshall,Female,IT,Security Analyst,114639.61,4.24,Excellent,4.79,6,2022,True,Low,2020-03-07,1047,Los Angeles
359,Robin Brown,Female,Marketing,Content Strategist,56047.73,1.03,Poor,3.52,11,2019,False,Medium,2021-07-22,1033,San Francisco
360,Elaine Williams,Female,Sales,Sales Manager,61770.4,3.0,Good,3.72,5,2023,False,Low,2011-10-02,1038,Boston
361,Taylor Robertson,Female,Marketing,Content Strategist,58523.1,2.83,Average,3.24,6,2021,False,Medium,2025-03-05,1008,New York
362,David Mullins,Male,Legal,Paralegal,118451.43,4.42,Excellent,1.97,6,2017,True,High,2011-08-11,1016,Austin
363,Richard Glenn,Male,HR,HR Manager,98868.62,3.28,Good,2.04,18,2023,False,Medium,2014-01-01,1023,Denver
364,Isabel Preston,Female,Operations,Logistics Coordinator,93870.67,1.76,Poor,4.17,2,2021,False,Medium,2020-12-30,1043,Seattle
365,Jasmine Beltran,Female,Marketing,Content Strategist,101798.27,1.65,Poor,2.91,4,2019,False,High,2016-10-17,1043,Denver
366,Tim Stone,Male,Sales,Sales Analyst,90857.68,4.09,Excellent,3.0,9,2018,True,Medium,2021-12-24,1010,Austin
367,Blake Morrison,Male,HR,Compensation Analyst,53720.61,3.54,Good,1.89,8,2016,False,High,2022-05-04,1008,Boston
368,Frank Miller,Male,Sales,Account Executive,76248.8,4.58,Excellent,1.0,4,2019,True,High,2019-08-06,1027,San Francisco
369,Lance Simmons,Male,Engineering,Software Engineer,130880.63,2.49,Average,2.57,3,2022,False,High,2020-02-01,1049,Denver
370,Andrew Berg,Male,Marketing,Marketing Analyst,104066.18,2.0,Average,3.26,18,2008,False,Medium,2014-05-10,1001,San Francisco
371,Mr. William Gould Jr.,Male,Marketing,Content Strategist,113867.93,1.41,Poor,3.02,11,2020,False,Medium,2019-03-14,1041,Seattle
372,Rebecca Shelton,Female,Engineering,Software Engineer,81854.23,3.72,Good,1.9,4,2023,False,High,2024-07-22,1011,Atlanta
373,Lawrence Harrington,Male,Finance,Controller,82738.77,4.36,Excellent,1.58,7,2022,True,High,2008-12-14,1007,Miami
374,Paula Diaz,Female,Finance,Finance Manager,119864.21,4.29,Excellent,4.56,18,2017,True,Low,2014-11-14,1029,Atlanta
375,Larry Shelton,Male,Legal,Paralegal,102504.2,1.13,Poor,3.54,4,2020,False,Medium,2024-06-28,1015,Chicago
376,Phillip Berry,Male,Engineering,DevOps Engineer,77604.24,4.31,Excellent,1.19,4,2020,True,High,2017-05-12,1029,Atlanta
377,Marie Wright,Female,Marketing,Brand Manager,56369.63,4.5,Excellent,3.16,20,2017,True,Medium,2010-04-16,1005,Seattle
378,Kathryn Hughes,Female,Engineering,Software Engineer,117234.49,1.25,Poor,2.45,10,2020,False,High,2017-11-28,1007,Denver
379,Debbie Griffin,Female,Finance,Finance Manager,92185.96,4.53,Excellent,1.21,4,2022,True,High,2025-04-19,1012,Boston
380,Thomas Henry,Male,IT,Security Analyst,123061.19,4.39,Excellent,2.69,18,2009,True,Medium,2010-06-12,1025,Chicago
381,Jodi Roach,Female,Engineering,DevOps Engineer,149963.51,2.62,Average,1.88,8,2015,False,High,2015-12-05,1016,Denver
382,Michael Bruce,Male,Marketing,Content Strategist,46550.35,2.08,Average,3.07,17,2016,False,Medium,2013-10-17,1032,Miami
383,Ana Daniels,Female,Engineering,Software Engineer,118124.31,2.19,Average,3.86,5,2023,False,Medium,2023-07-07,1049,New York
384,Michael Ho,Male,Engineering,DevOps Engineer,99542.46,4.73,Excellent,4.31,8,2021,True,Low,2019-03-15,1006,New York
385,Jordan Martinez,Male,IT,Network Engineer,121963.39,4.45,Excellent,2.1,9,2022,True,Medium,2011-10-11,1013,Boston
386,Rachel Johnson,Female,HR,Compensation Analyst,49439.58,1.48,Poor,4.06,16,2021,False,Medium,2017-10-11,1045,Denver
387,Regina Arnold,Female,Engineering,Software Engineer,100441.42,1.65,Poor,4.14,4,2020,False,Medium,2018-10-06,1049,Chicago
388,Eric Key,Male,HR,HR Manager,40685.08,3.81,Good,4.88,4,2021,False,Low,2020-07-31,1029,Chicago
389,Patricia Morrow,Female,Engineering,Software Engineer,147362.82,1.21,Poor,3.02,16,2012,False,Medium,2009-08-12,1040,Chicago
390,Mr. Jerry Frazier,Male,HR,HR Manager,92760.46,4.24,Excellent,3.71,12,2017,True,Low,2014-03-21,1002,Atlanta
391,Penny Bowman,Female,Sales,Account Executive,111701.33,2.0,Average,3.5,3,2021,False,Medium,2011-06-15,1016,Denver
392,Mr. Thomas Brown,Male,Sales,Sales Manager,62275.91,1.65,Poor,1.75,12,2015,False,High,2010-06-21,1011,Seattle
393,Christopher Morris,Male,HR,HR Generalist,96099.67,2.72,Average,4.51,5,2023,False,Medium,2020-06-02,1033,San Francisco
394,Teresa Jacobson,Female,Engineering,DevOps Engineer,124203.28,1.29,Poor,1.82,7,2019,False,High,2022-09-28,1033,Austin
395,Madison Pierce,Female,IT,IT Support,126747.85,3.4,Good,4.96,18,2014,False,Low,2010-06-28,1041,Los Angeles
396,Kim Shaw,Female,Marketing,Campaign Lead,118282.82,1.41,Poor,3.19,9,2018,False,Medium,2011-03-25,1018,Miami
397,Brittany Hopkins,Female,Engineering,Software Engineer,97721.93,2.59,Average,2.06,10,2014,False,Medium,2020-08-11,1025,Chicago
398,Sarah Elliott,Female,Marketing,Brand Manager,86220.47,3.76,Good,1.58,7,2018,False,High,2022-05-22,1029,Boston
399,Amber May,Female,Sales,Account Executive,48286.03,3.4,Good,3.49,15,2009,False,Medium,2018-03-02,1030,Seattle
400,Pamela Butler,Female,Operations,Supply Chain Lead,57395.59,3.25,Good,2.8,16,2012,False,Medium,2019-03-23,1041,Austin
401,Mark Roberts,Male,HR,Recruiter,91965.74,4.79,Excellent,1.42,10,2017,True,High,2024-08-15,1015,Boston
402,Robert Cohen,Male,Legal,Legal Analyst,71210.61,3.35,Good,3.8,13,2021,False,Low,2013-06-01,1001,New York
403,Anthony Gonzales,Male,HR,HR Generalist,72519.4,4.76,Excellent,1.88,9,2023,True,High,2016-08-04,1032,Boston
404,Lisa Edwards,Female,Operations,Operations Analyst,64882.42,3.97,Good,2.31,20,2019,False,Medium,2020-07-28,1015,Austin
405,Scott Hester,Male,Sales,Account Executive,79454.65,4.99,Excellent,1.92,11,2020,True,High,2010-08-01,1041,Miami
406,Kristina Flores,Female,HR,Training Lead,45483.49,1.8,Poor,4.51,20,2019,False,Medium,2016-04-16,1033,Los Angeles
407,Danielle Davis,Female,Finance,Controller,76042.58,1.25,Poor,2.84,3,2021,False,High,2013-04-17,1033,San Francisco
408,Lisa Wright,Female,Legal,Compliance Officer,125797.14,2.53,Average,2.97,13,2017,False,Medium,2023-01-26,1046,Chicago
409,Erin Lane,Female,Operations,Operations Analyst,50201.43,4.95,Excellent,2.17,14,2018,True,Medium,2013-09-04,1017,Los Angeles
410,Jonathan Robertson,Male,Operations,Supply Chain Lead,67299.92,2.08,Average,2.47,5,2018,False,High,2016-11-02,1018,Atlanta
411,Alexander Landry,Male,Finance,Accountant,108571.01,1.99,Poor,3.82,8,2018,False,Medium,2016-12-14,1050,Seattle
412,Mr. Harry Williams,Male,HR,Recruiter,89484.59,2.17,Average,2.78,13,2013,False,High,2016-10-09,1022,Denver
413,Matthew Ruiz,Male,Sales,Sales Analyst,58902.64,2.12,Average,3.85,6,2018,False,Medium,2017-06-26,1001,Boston
414,Jessica Khan,Female,Finance,Finance Manager,60991.82,1.74,Poor,3.66,7,2018,False,Medium,2020-09-23,1045,Austin
415,Jacob Morales,Male,Sales,Sales Analyst,66026.87,2.24,Average,2.0,10,2019,False,High,2018-01-20,1025,Seattle
416,Juan Jones,Male,IT,Network Engineer,130427.23,4.16,Excellent,2.23,5,2021,True,Medium,2016-12-06,1046,Miami
417,Douglas Hays,Male,Marketing,Content Strategist,115584.06,4.51,Excellent,1.41,9,2019,True,High,2019-12-05,1045,Chicago
418,William Long,Male,Operations,Operations Analyst,86529.01,3.71,Good,4.35,16,2009,False,Low,2021-11-15,1030,Los Angeles
